operation,runs,mean_ms,median_ms,p95_ms,notes
ZADD_frontier,500,0.29455760086420923,0.28395000845193863,0.3735999925993383,priority_queue_insert
ZPOPMAX_frontier,500,0.6108551998622715,0.5995000246912241,0.7390000391751528,priority_queue_pop
ZCARD_frontier,500,0.2753642009338364,0.26430003345012665,0.36669999826699495,frontier_cardinality
SETBIT_GETBIT_bloom,500,0.5747586003271863,0.5627000064123422,0.7245999877341092,bitmap_dedupe_bits
SET_NX_PX_lock,500,0.5827880006982014,0.5602000164799392,0.7252999930642545,domain_politeness_lock
HSET_EXPIRE_robots,200,0.5883284992887639,0.5689499957952648,0.7538000354543328,robots_cache_write_ttl_86400
